id,node_id,position
6003873,33749959,13
6003873,33749940,14
6003873,33749974,15
6003873,33731170,16
6003873,33749916,17
6003873,33347208,18
6003873,33347206,19
6003873,34189828,20
6003873,34379740,21
6003873,34379658,22
6003873,34186522,23
6003873,34186879,24
6003873,33631126,25
6003873,34503226,26
6003873,34509847,27
6003873,34511305,28
6003873,34523880,29
6003873,34510425,30
6003873,34509551,31
6003873,34509833,32
6003873,34544674,33
6003873,3430963496,34
6003873,3430963499,35
6003873,34544683,36
6003873,34544606,37
6003873,34544613,38
6003873,34544063,39
6003873,34543977,40
6003873,34508456,41
6003873,34508454,42
6003873,34566637,43
6003873,34566648,44
6003873,34552172,45
6003873,34546816,46
6003873,34546005,47
6003873,34544615,48
6003873,34544459,49
6003873,34651424,50
6003873,696287246,51
6003873,34194415,52
6003873,696287244,53
6003873,33822255,54
6003873,33822257,55
6003873,33822263,56
6003873,33822245,57
6003873,33841756,58
6003873,33852365,59
6003873,33852145,60
6003873,33852113,61
6003873,33841830,62
6003873,33841580,63
6003873,33852369,64
6003873,33852551,65
6003873,33841584,66
6003873,33842615,67
6003873,33841598,68
6003873,33845364,69
6003873,33842608,70
6003873,33851227,71
6003873,33309202,72
6003873,33309206,73
6003873,33309205,74
6003873,33309199,75
6003873,33309198,76
6003873,33309201,77
6003873,33309200,78
6003873,33309214,79
6004137,33816946,0
6004137,33840258,1
6004137,33800131,2
6004216,33359248,0
6004216,33359268,1
6004216,33391243,2
6004216,33393552,3
6004748,34178287,0
6004748,1513096448,1
6004748,1513096353,2
6004748,4506987348,3
6004748,1672643210,4
6004748,34175338,5
6004769,33320086,0
6004769,34536897,1
6004769,34167233,2
6004804,33420567,0
6004804,2381987370,1
6004804,33419091,2
6004804,33421015,3
6004804,33421016,4
6004804,33421150,5
6004804,33420956,6
6004804,33420909,7
6004804,33421482,8
6004839,33841479,0
6004839,33826413,1
6004839,806243591,2
6004896,33353935,0
6004896,34666755,1
6004944,33357045,0
6004944,33520631,1
6004944,33520636,2
6004944,33520641,3
6004944,33524508,4
6004944,33629881,5
6004944,33629819,6
6004944,33552666,7
6004944,33552655,8
6004944,33629853,9
6004944,33520624,10
6004944,33520633,11
6004944,33495290,12
6004944,33520646,13
6004944,33549426,14
6004944,34667963,15
6006261,34161322,0
6006261,34176854,1
6006261,34178221,2
6006261,34176774,3
6006261,34179616,4
6006261,34183413,5
6006261,34163193,6
6006261,34163098,7
6006261,34163099,8
6006261,34179612,9
6006261,34178173,10
6006261,34163273,11
6006261,33296957,12
6006261,33296956,13
6006261,33296955,14
6006261,33296954,15
6006261,33296953,16
6006261,33296952,17
6006261,33296951,18
6006261,33296950,19
6006261,33296946,20
6006261,33296947,21
6006261,33296948,22
6006261,33296949,23
6006330,33302333,0
6006330,34561405,1
6006330,34561159,2
6006330,34545994,3
6006330,34544611,4
6006330,34544690,5
6006330,34538593,6
6006537,1375400453,0
6006537,34511624,1
6006537,33360727,2
6006537,34508108,3
6006537,33296372,4
6006537,3087635764,5
6006537,1375398752,6
6006537,1375398590,7
6006537,3087574317,8
6006537,33368758,9
6006616,33520887,0
6006616,2033964146,1
6006616,33380581,2
6006660,33388383,0
6006660,33382668,1
6006660,33382667,2
6006660,33382666,3
6006660,33348286,4
6006660,33347189,5
6006660,33727044,6
6006660,34562538,7
6006660,601581646,8
6006660,601581647,9
6006660,601581649,10
6006660,601581652,11
6006660,601581654,12
6006660,601581656,13
6006660,601581657,14
6006660,601581658,15
6006660,601581661,16
6006660,601581662,17
6006660,601581666,18
6006660,34571114,19
6006817,34373281,0
6006817,34398200,1
6006863,33309597,0
6006863,34534467,1
6006863,33324131,2
6006863,34173681,3
6006863,34160089,4
6006863,34560807,5
6006863,34186005,6
6006863,33731764,7
6006863,33424392,8
6006863,33419332,9
6006863,33418135,10
6006863,34645541,11
6006863,34645521,12
6006863,34542051,13
6006863,34645440,14
6006863,34561841,15
6006863,34561862,16
6007095,33320475,0
6007095,33320476,1
6007095,33320473,2
6007095,33320474,3
6007095,33320471,4
6007095,33320472,5
6007095,33320469,6
6007160,33757413,0
6007160,33744661,1
6007160,33744439,2
6007197,33323588,0
6007197,506865234,1
6007255,33494632,0
6007255,33465780,1
6007255,33465696,2
6007255,33465695,3
6007255,33465737,4
6007255,33330636,5
6007255,33330783,6
6007255,33330793,7
6007255,33330791,8
6007302,34393146,0
6007302,34535781,1
6007302,34561116,2
6007302,34545401,3
6007302,34551932,4
6007302,34544590,5
6007302,34544798,6
6007302,34182713,7
6007302,34535369,8
6007302,33728647,9
6007302,34652337,10
6007302,430561649,11
6007302,34379203,12
6007302,34378726,13
6007302,34378982,14
6007302,34395179,15
6007302,34380557,16
6007302,34397130,17
6007302,34379568,18
6007302,34395031,19
6007302,34381900,20
6007302,466114946,21
6007302,33822254,22
6007302,34551471,23
6007302,34546136,24
6007302,34546799,25
6007302,34514353,26
6007302,34381547,27
6007302,34515501,28
6007302,34541448,29
6007302,34562071,30
6007302,34546890,31
6007302,34547529,32
6007302,34539955,33
6007302,34514150,34
6007302,34541820,35
6007302,34514554,36
6007302,34537929,37
6008255,33320085,0
6008255,33547692,1
6008255,33526410,2
6008255,33526409,3
6008255,33549098,4
6008255,33546462,5
6008255,33546463,6
6008352,33846392,0
6008352,1001614672,1
6008352,33482913,2
6008475,34664106,0
6008475,2388096313,1
6008475,34536689,2
6008475,2388096314,3
6008475,34641733,4
6008475,33841262,5
6008475,34166433,6
6008475,33802828,7
6008475,34176670,8
6008475,33826621,9
6008475,33386830,10
6008475,33308824,11
6008475,34386378,12
6008475,34535054,13
6008475,34396945,14
6008475,34167441,15
6008475,34165658,16
6008475,411526687,17
6008475,33525953,18
6008612,33310141,0
6008612,34160022,1
6008932,33303986,0
6008932,5261172525,1
6008932,33382905,2
6008932,33382913,3
6008932,34161341,4
6008932,34161286,5
6008932,34164269,6
6008932,4869038575,7
6008932,34379584,8
6009018,33374386,0
6009018,33378777,1
6009018,33378786,2
6009018,33381167,3
6009018,33381170,4
6009018,33381169,5
6009018,33381172,6
6009018,33382029,7
6009018,33382071,8
6009018,33381204,9
6009018,33382193,10
6009018,33382065,11
6009018,33382215,12
6009082,33417649,0
6009082,33393456,1
6009082,33393304,2
6009082,33393330,3
6009176,33818502,0
6009176,33822776,1
6009176,33821306,2
6009176,33840463,3
6009176,33841261,4
6009176,33841574,5
6009176,33841571,6
6009176,33840436,7
6009176,33818527,8
6009176,33818511,9
6009176,33821276,10
6009176,33818510,11
6009176,33822623,12
6009176,33840461,13
6009176,33822626,14
6009176,33818469,15
6009176,33846331,16
6009176,33816205,17
6009176,33845397,18
6009176,33825135,19
6009176,33809033,20
6009176,33323145,21
6009176,33323146,22
6009176,33323147,23
6009176,33310649,24
6009213,33295609,0
6009213,5388359212,1
6009213,5468327945,2
6009213,2050675585,3
6009213,2063490511,4
6009213,5468327941,5
6009213,33295489,6
6009265,33371280,0
6009265,34389993,1
6009265,1600329481,2
6009265,33371285,3
6009265,34388512,4
6009265,34388393,5
6009265,1600329528,6
6009265,33349102,7
6009265,1600329545,8
6009265,33348502,9
6009265,33348506,10
6009265,34516430,11
6009265,33549445,12
6009265,33357242,13
6009265,33357720,14
6009383,33747786,0
6009383,1703609508,1
6009383,1703609510,2
6009383,33418568,3
6009383,33393351,4
6009383,33394449,5
6009383,33394342,6
6009383,33387643,7
6009383,33387646,8
6009383,33629672,9
6009383,33629629,10
6009383,33629652,11
6009383,34660631,12
6009383,34648363,13
6009383,1703609528,14
6009383,1703609530,15
6009383,34566901,16
6009383,34646271,17
6009383,34664027,18
6009383,33541266,19
6009383,2390777498,20
6009383,34378108,21
6009416,33821235,0
6009416,1903509060,1
6009416,34393507,2
6009416,1903509080,3
6009416,34182433,4
6009416,1903509083,5
6009416,33799400,6
6009416,2411587882,7
6009416,33457721,8
6009416,1903509087,9
6009416,33421870,10
6009416,1903509091,11
6009416,33635709,12
6009416,1903541252,13
6009416,33727109,14
6009416,2398926993,15
6009416,33308315,16
6009416,2398926991,17
6009416,33308461,18
6009416,2398926988,19
6009416,34661378,20
6009955,33378320,0
6009955,33380393,1
6010139,33304170,0
6010139,33304173,1
6010139,33304167,2
6010139,33304168,3
6010139,33304053,4
6010139,33304051,5
6011376,34658834,0
6011376,33310527,1
6011376,1069605437,2
6011376,33359924,3
6011376,3675836869,4
6011376,33310443,5
6011376,3675836867,6
6011376,33423574,7
6011376,4509113637,8
6011376,1069605315,9
6011616,33420945,0
6011616,33420958,1
6011616,33421030,2
6011616,33421140,3
6011616,33420999,4
6011685,33296539,0
6011685,1876855930,1
6011685,33296562,2
6011685,3648098643,3
6011685,33320824,4
6011685,1600337483,5
6011685,33423425,6
6011685,1600329486,7
6011685,1600329487,8
6011685,1600329488,9
6011685,33423490,10
6011685,1600329489,11
6011685,33371285,12
6011685,1600329490,13
6011685,33371282,14
6011847,242449181,0
6011847,33524349,1
6011847,33362205,2
6011847,1618152893,3
6011847,3541642282,4
6011847,3541642265,5
6012374,411099216,0
6012374,1847413434,1
6012374,34647034,2
6012426,33351871,0
6012426,33457330,1
6012513,33382215,0
6012513,33380677,1
6012513,33382105,2
6012513,33382211,3
6012513,33382194,4
6012513,33380703,5
6012513,33380681,6
6012513,33382199,7
6012513,33726637,8
6012513,33727115,9
6012513,33726685,10
6012513,33727076,11
6012513,33726918,12
6012513,33726670,13
6012513,33727075,14
6012513,33727049,15
6012513,33641546,16
6012513,33726681,17
6012513,33726599,18
6012556,34162229,0
6012556,34545832,1
6012556,395132117,2
6012556,3437419659,3
6012556,1107580836,4
6012556,395132119,5
6012556,3437419662,6
6012556,1107580825,7
6012556,33331550,8
6012621,34188631,0
6012621,34388785,1
6012663,34504912,0
6012663,34552625,1
6012663,34544127,2
6012663,34549880,3
6012663,34550110,4
6012663,34536526,5
6012663,34552607,6
6012663,34566815,7
6012698,33418824,0
6012698,34395185,1
6012698,34384235,2
6012698,34392777,3
6012698,34385096,4
6012698,34537862,5
6012698,34541982,6
6012698,34549025,7
6012698,34523999,8
6012698,34502638,9
6012752,33422624,0
6012752,33421955,1
6012752,33421958,2
6012752,33422689,3
6012752,33418856,4
6012752,33421948,5
6012752,33422329,6
6012752,33422682,7
6012752,33422683,8
6012752,2575979599,9
6012752,33422593,10
6012752,33422322,11
6012752,33422597,12
6012752,33422335,13
6012783,1823572725,0
6012783,34509511,1
6012783,1820422741,2
6012783,34669195,3
6012852,34173571,0
6012852,1794815036,1
6012852,2565188899,2
6012852,2565188914,3
6012852,34511092,4
6012852,33421808,5
6012852,33351699,6
6012852,33457135,7
6012852,1703370325,8
6012852,33741183,9
6012852,1876855874,10
6012852,33319940,11
6012852,1876855873,12
6012852,33320026,13
6012852,1876855871,14
6012852,33387913,15
6012852,1876855872,16
6012852,33423151,17
6012852,33739412,18
6012852,34160427,19
6012906,33371954,0
6012906,1396626175,1
6012906,1019368585,2
6012906,33298348,3
6012906,1019369184,4
6012906,33371889,5
6012906,1019369079,6
6012906,33371951,7
6012906,1019368932,8
6012906,34547289,9
6012906,1019368917,10
6012906,34500055,11
6012906,1019369116,12
6012906,33362845,13
6012906,34655266,14
6013082,33379448,0
6013082,33320633,1
6013082,33320754,2
6013082,34657569,3
6013082,34566671,4
6013082,34569695,5
6013082,33302155,6
6013082,33302238,7
6013082,33302828,8
6013139,33467599,0
6013139,33803708,1
6013139,33750363,2
6013139,33750342,3
6013139,33750335,4
6013139,33800752,5
6013139,33799708,6
6013139,33799871,7
6013139,33799661,8
6013139,33799549,9
6013139,33750268,10
6013139,33799608,11
6013139,33799634,12
6013139,33799596,13
6013139,33799605,14
6013139,33799620,15
6013139,33750292,16
6013213,33552612,0
6013213,33373769,1
6013213,34647461,2
6013213,34642139,3
6013213,34642022,4
6013213,34655354,5
6013213,33381135,6
6013213,2629121973,7
6013213,33380882,8
6013213,33381128,9
6013213,33380892,10
6013213,33381142,11
6013213,33381120,12
6013213,33362314,13
6013213,33362344,14
6013213,33362337,15
6013213,33361735,16
6013213,33362377,17
6013319,33754928,0
6013319,33756845,1
6013319,33756858,2
6013614,417047779,0
6013614,417047780,1
6013614,417047781,2
6013614,417047782,3
6013614,1677881007,4
6013614,417047783,5
6013614,33368161,6
6013614,34648941,7
6013614,34653201,8
6013614,34653013,9
6013614,246900466,10
6013614,246900468,11
6013614,246900470,12
6013614,417047753,13
6013614,1677881017,14
6013938,33731683,0
6013938,33729204,1
6013938,34188014,2
6013938,33368140,3
6013938,33363494,4
6013938,33363488,5
6013938,33363472,6
6013938,33363477,7
6013938,33363478,8
6013938,33363475,9
6013938,33363476,10
6013938,33368151,11
6013938,33363463,12
6013938,33368138,13
6013938,33363461,14
6013938,33360700,15
6014087,33362187,0
6014087,33362295,1
6014390,34501732,0
6014390,34498868,1
6014457,33319719,0
6014457,33319720,1
6014457,33319733,2
6014457,34646250,3
6014510,33421649,0
6014510,33420649,1
6014510,2383522816,2
6014510,34381417,3
6014510,33300451,4
6014510,2383522794,5
6014510,33300460,6
6014510,2383522802,7
6014510,34669628,8
6014560,33730762,0
6014560,33823843,1
6014560,33804851,2
6014560,33804799,3
6014560,33727521,4
6014560,33809026,5
6014560,33806422,6
6014560,33810396,7
6014560,33808631,8
