id,node_id,position 
98837176,1143327549,3
98837176,1143327812,4
98837176,1143328670,5
98837176,1143327914,6
98837176,1143327748,7
98837176,1143327360,8
98837176,1143328691,9
98837176,1143328087,10
98837176,1143328824,11
98837176,1669149139,12
98837176,1143327340,13
98837176,1143328003,14
98837176,1143327780,15
98837176,1143327714,16
98837176,1143327809,17
98837176,1143327643,18
98837186,1143327907,0
98837186,1143328800,1
98837186,1143327592,2
98837186,1143327395,3
98837186,1143327907,4
98837196,1143328041,0
98837196,1143328888,1
98837196,1143328828,2
98837196,1143328655,3
98837196,1143327740,4
98837196,1143327470,5
98837196,1143327416,6
98837196,1143328790,7
98837196,1143328041,8
98837206,1143327987,0
98837206,1143328705,1
98837206,1143328759,2
98837206,1143328034,3
98837206,1143327436,4
98837206,1143328115,5
98837206,1143327439,6
98837206,1143327829,7
98837206,1143327693,8
98837206,1143327350,9
98837206,1143328820,10
98837206,1143327641,11
98837206,1143328132,12
98837206,1143327987,13
98837216,1143328833,0
98837216,1143327959,1
98837216,1143327511,2
98837216,1143327447,3
98837216,1143328923,4
98837216,1143328755,5
98837216,1143328694,6
98837216,1143327346,7
98837216,1143327858,8
98837216,1143327368,9
98837216,1143327843,10
98837216,1143327483,11
98837216,1143328833,12
98837226,1143328861,0
98837226,1143328689,1
98837226,1143328086,2
98837226,1143328922,3
98837226,1143328861,4
98837236,1143327400,0
98837236,1143328636,1
98837236,1143328701,2
98837236,1143327450,3
98837236,1143327825,4
98837236,1143328868,5
98837236,1143327400,6
98837246,1143328650,0
98837246,1143327975,1
98837246,1143328929,2
98837246,1143328682,3
98837246,1143327679,4
98837246,1143327349,5
98837246,1143327758,6
98837246,1143327381,7
98837246,1143328668,8
98837246,1143327613,9
98837246,1143328650,10
98837256,1143328106,0
98837256,1143328821,1
98837256,1143327943,2
98837256,1143328133,3
98837256,1143328106,4
98900366,1144163860,0
98900366,1144163578,1
98900366,1144163631,2
98900366,1144163864,3
98900366,1144163735,4
98900366,1144163658,5
98900366,1144163719,6
98900366,1144163859,7
98900366,1144163860,8
98900381,1144163927,0
98900381,1144163936,1
98900381,1144163712,2
98900381,1144163979,3
98900381,1144163785,4
98900381,1144163955,5
98900381,1144163927,6
98900982,1144189474,0
98900982,1144189583,1
98900982,1144189499,2
98900982,1144189306,3
98900982,1144189456,4
98900982,1144189580,5
98900982,1144189474,6
98900992,1144189420,0
98900992,1144189416,1
98900992,1144189352,2
98900992,1144189422,3
98900992,1144189420,4
98903182,1144209222,0
98903182,1144208567,1
98903182,1144208718,2
98903182,1144208601,3
98903182,1144209222,4
98903198,1144208585,0
98903198,1144208896,1
98903198,1144208858,2
98903198,1144209048,3
98903198,1144208585,4
98903217,1144208968,0
98903217,1144209269,1
98903217,1144209297,2
98903217,1144208741,3
98903217,1144208594,4
98903217,1144208600,5
98903217,1144208968,6
98903235,1144208898,0
98903235,1144208931,1
98903235,1144209002,2
98903235,1144208999,3
98903235,1144208722,4
98903235,1144209101,5
98903235,1144208978,6
98903235,1144209204,7
98903235,1144208898,8
98903252,1144209181,0
98903252,1144208629,1
98903252,1144208875,2
98903252,1144208864,3
98903252,1144209181,4
98905233,1144234674,0
98905233,1144235021,1
98905233,1144234923,2
98905233,1144234541,3
98905233,1144234495,4
98905233,1144234961,5
98905233,1144235065,6
98905233,1144234701,7
98905233,1144234674,8
98905253,1144234787,0
98905253,1144234780,1
98905253,1144235068,2
98905253,1144234821,3
98905253,1144234787,4
98905271,1144234825,0
98905271,1144235051,1
98905271,1144234574,2
98905271,1144234593,3
98905271,1144234930,4
98905271,1144234863,5
98905271,1144234906,6
98905271,1144235143,7
98905271,1144234400,8
98905271,1144235076,9
98905271,1144234825,10
98905286,1144234435,0
98905286,1144234837,1
98905286,1144235136,2
98905286,1144234939,3
98905286,1144234435,4
98960598,1144885967,0
98960598,1144886379,1
98960598,1144885884,2
98960598,1144886460,3
98960598,1144885967,4
98960608,1144885646,0
98960608,1144886048,1
98960608,1144886542,2
98960608,1144885961,3
98960608,1144885646,4
98960618,1144885796,0
98960618,1144886058,1
98960618,1144885662,2
98960618,1144886132,3
98960618,1144885796,4
98960628,1144886253,0
98960628,1144886567,1
98960628,1144886155,2
98960628,1144886483,3
98960628,1144886253,4
98960638,1144886229,0
98960638,1144885794,1
98960638,1144886128,2
98960638,1144885658,3
98960638,1144886229,4
98960648,1144885738,0
98960648,1144886294,1
98960648,1144885606,2
98960648,1144886195,3
98960648,1144885738,4
98960658,1144886584,0
98960658,1144886177,1
98960658,1144886496,2
98960658,1144886086,3
98960658,1144886584,4
98960668,1144886221,0
98960668,1144886543,1
98960668,1144886122,2
98960668,1144886453,3
98960668,1144886221,4
98960678,1144885850,0
98960678,1144886159,1
98960678,1144886078,2
98960678,1144885996,3
98960678,1144886439,4
98960678,1144886358,5
98960678,1144886258,6
98960678,1144886165,7
98960678,1144886080,8
98960678,1149494429,9
98960678,1149495196,10
98960678,1144886000,11
98960678,1144885917,12
98960678,1144885777,13
98960678,1149494613,14
98960678,1149494345,15
98960678,1149494734,16
98960678,1149494473,17
98960678,1144885645,18
98960678,1144886538,19
98960678,1144886455,20
98960678,1144886182,21
98960678,1144886090,22
98960678,1144886015,23
98960678,1144885931,24
98960678,1144885805,25
98960678,1144885668,26
98960678,1144886548,27
98960678,1144885850,28
98960688,1144885792,0
98960688,1144886053,1
98960688,1144885656,2
98960688,1144886126,3
98960688,1144885792,4
98960698,1144886075,0
98960698,1144886318,1
98960698,1144885994,2
98960698,1144886404,3
98960698,1144886075,4
98960708,1144886427,0
98960708,1144886027,1
98960708,1144885759,2
98960708,1144885651,3
98960708,1144885782,4
98960708,1144886310,5
98960708,1144886427,6
98960718,1144886237,0
98960718,1144886467,1
98960718,1144886136,2
98960718,1144886553,3
98960718,1144886237,4
99042368,1145734826,0
99042368,1145734762,1
99042368,1145734686,2
99042368,1145734887,3
99042368,1145734404,4
99042368,1145734620,5
99042368,1145734826,6
99042382,1145734765,0
99042382,1145734842,1
99042382,1145734901,2
99042382,1145734623,3
99042382,1145734765,4
99042396,1145734354,0
99042396,1145734518,1
99042396,1145734487,2
99042396,1145734925,3
99042396,1145734354,4
99042419,1145734457,0
99042419,1145734798,1
99042419,1145734319,2
99042419,1145734642,3
99042419,1145734691,4
99042419,1145734439,5
99042419,1145734462,6
99042419,1145734415,7
99042419,1145734457,8
99044121,1145754336,0
99044121,1145754405,1
99044121,1145754555,2
99044121,1145754374,3
99044121,1145754336,4
99044135,1145754536,0
99044135,1145754591,1
99044135,1145754605,2
99044135,1145754586,3
99044135,1145754536,4
99044150,1145754450,0
99044150,1145754455,1
99044150,1145754504,2
99044150,1145754771,3
99044150,1145754450,4
99055609,1145877626,0
99055609,1145876928,1
99055609,1145877193,2
99055609,1145877405,3
99055609,1145877626,4
99055625,1145877491,0
99055625,1145876785,1
99055625,1145877061,2
99055625,1145877287,3
99055625,1145877491,4
99055659,1145877414,0
99055659,1145877770,1
99055659,1145877349,2
99055659,1145876075,3
99055659,1145876207,4
99055659,1145876383,5
99055659,1145877414,6
99055694,1145876662,0
99055694,1145876109,1
99055694,1145876457,2
99055694,1145877385,3
99055694,1145877587,4
99055694,1145876907,5
99055694,1145877150,6
99055694,1145877505,7
99055694,1145876662,8
99058801,1145932796,0
99058801,1145933837,1
99058801,1145932763,2
99058801,1145933293,3
99058801,1145934303,4
99058801,1145934144,5
99058801,1145933744,6
99058801,1145933148,7
99058801,1145932796,8
99058838,1145932621,0
99058838,1145933674,1
99058838,1145932784,2
99058838,1145933855,3
99058838,1145932621,4
99058865,1145934127,0
99058865,1145933539,1
99058865,1145934335,2
99058865,1145933333,3
99058865,1145934127,4
99058887,1145932989,0
99058887,1145933732,1
99058887,1145932654,2
99058887,1145932513,3
99058887,1145933205,4
99058887,1145934064,5
99058887,1145933492,6
99058887,1145934297,7
99058887,1145932989,8
99058905,1145933593,0
99058905,1145932556,1
99058905,1145933805,2
99058905,1145932355,3
99058905,1145933593,4
99058924,1145932850,0
99058924,1145932359,1
99058924,1145933097,2
99058924,1145934375,3
99058924,1145932850,4
99089992,1146375177,0
99089992,1146375133,1
99089992,1146375290,2
99089992,1146375500,3
99089992,1146374833,4
99089992,1146375147,5
99089992,1146375011,6
99089992,1146375280,7
99089992,1146375038,8
99089992,1079585855,9
99089992,1079586534,10
99089992,1146374979,11
99089992,1146375497,12
99089992,1079586151,13
99089992,1146375177,14
99135064,1146624148,0
99135064,1146624393,1
99135064,1146624210,2
99135064,1146624277,3
99135064,1146624399,4
99135064,1146624170,5
99135064,1146624238,6
99135064,1146624148,7
99135075,1146624373,0
99135075,1146624176,1
99135075,1146624242,2
99135075,1146624315,3
99135075,1146624373,4
99135086,1146624263,0
99135086,1146624363,1
99135086,1146624420,2
99135086,1146624197,3
99135086,1146624263,4
99135098,1146624293,0
99135098,1146624379,1
99135098,1146624155,2
99135098,1146624222,3
99135098,1146624293,4
99135848,1146635091,0
99135848,1146635155,1
99135848,1146635173,2
99135848,1146635178,3
99135848,1146635024,4
99135848,1146635264,5
99135848,1146635114,6
99135848,1146635317,7
99135848,1146635091,8
99135859,1146635073,0
99135859,1146635196,1
99135859,1146635138,2
99135859,1146634963,3
99135859,1146635050,4
99135859,1146635232,5
99135859,1146635220,6
99135859,1146635073,7
99135869,1146635242,0
99135869,1146635304,1
99135869,1146635158,2
99135869,1146635005,3
99135869,1146635242,4
99135879,1146635321,0
99135879,1146635164,1
99135879,1146634962,2
99135879,1146635022,3
99135879,1146635010,4
99135879,1146635000,5
99135879,1146635236,6
99135879,1146635250,7
99135879,1146635297,8
99135879,1146634974,9
99135879,1146635099,10
99135879,1146635087,11
99135879,1146635321,12
99135890,1146635249,0
99135890,1146635098,1
99135890,1146635016,2
99135890,1146635163,3
99135890,1146635074,4
99135890,1146635189,5
99135890,1146635249,6
99135901,1146635262,0
99135901,1146635322,1
99135901,1146635176,2
99135901,1146635023,3
99135901,1146635262,4
99135912,1146635274,0
99135912,1146635333,1
99135912,1146635188,2
99135912,1146635037,3
99135912,1146635274,4
99189803,1147343686,0
99189803,1147343872,1
99189803,1147343619,2
99189803,1147343957,3
99189803,1147343395,4
99189803,1147343476,5
99189803,1147343686,6
99189814,1147343593,0
99189814,1147343772,1
99189814,1147343520,2
99189814,1147343846,3
99189814,1147343593,4
99189825,1147343977,0
99189825,1147343640,1
99189825,1147343912,2
99189825,1147343570,3
99189825,1147343977,4
99189835,1147343502,0
99189835,1147343915,1
99189835,1147344019,2
99189835,1147343951,3
99189835,1147343422,4
99189835,1147343827,5
99189835,1147343502,6
99189845,1147343944,0
99189845,1147344026,1
99189845,1147343620,2
99189845,1147343608,3
99189845,1147343944,4
99189855,1147343797,0
99189855,1147343393,1
99189855,1147343725,2
99189855,1147343472,3
99189855,1147343797,4
99189865,1147343490,0
99189865,1147343898,1
99189865,1147343412,2
99189865,1147343740,3
99189865,1147343671,4
99189865,1147343813,5
99189865,1147343490,6
99189875,1147344005,0
99189875,1147343602,1
99189875,1147343938,2
99189875,1147343668,3
99189875,1147344005,4
99189885,1147343302,0
99189885,1147343658,1
99189885,1147343994,2
99189885,1147343727,3
99189885,1147343302,4
99189895,1147343612,0
99189895,1147343948,1
99189895,1147343540,2
99189895,1147343869,3
99189895,1147343386,4
99189895,1147344016,5
99189895,1147343612,6
99189905,1147343513,0
99189905,1147343436,1
99189905,1147343353,2
99189915,1147343311,0
99189915,1147343320,1
99189915,1147344009,2
99189915,1147343600,3
99189915,1147344002,4
99189915,1147343904,5
99189915,1147343971,6
99189915,1147343634,7
99189915,1147343311,8
99196849,1147398471,0
99196849,1147398408,1
99196849,1147398442,2
99196849,1147398451,3
99196849,1147398435,4
99196849,1147398419,5
99196849,1147398391,6
99196849,1147398459,7
99197423,1147402580,0
99197423,1147402576,1
99197423,1147402583,2
99197423,1147402588,3
99197423,1147402586,4
99197423,1147402585,5
99197423,1147402572,6
99197423,1147402582,7
99197423,1147402579,8
99198631,1147432748,0
99198631,1147432754,1
99198631,1147432758,2
99198631,1147432728,3
99198631,1147432765,4
99198631,1147432724,5
99198631,1147432770,6
99198631,1147432760,7
99198631,1147432763,8
99198631,1147432774,9
99198631,1147432752,10
99198631,1147432762,11
99198631,1147432748,12
99199251,1147459661,0
99199251,1147459409,1
99199261,1147459719,0
99199261,1147459401,1
99199261,1147459790,2
99199281,1147459447,0
99199281,1147459923,1
99199281,3087875544,2
99199281,1147459535,3
99205082,2035048091,0
99205082,2053197736,1
99205082,1544677628,2
99205082,1544677627,3
99205082,1544677626,4
99205082,1544677623,5
99205082,1544677622,6
99205947,1147565628,0
99205947,1147565637,1
99205947,1147565615,2
99205947,1147565635,3
99205947,1147565628,4
99206849,1147584792,0
99206849,1147584786,1
99206849,1147584932,2
99206849,1147584956,3
99206849,1147584792,4
99206859,1147584827,0
99206859,1147584724,1
99206859,1147584755,2
99206859,1147584723,3
99206859,1147584711,4
99206859,1147584707,5
99206859,1147584827,6
99206869,1147584804,0
99206869,1147584738,1
99206869,1147584725,2
99206869,1147584796,3
99206869,1147584804,4
99207466,1147590904,0
99207466,1147590774,1
99207466,1147590751,2
99207466,1147590906,3
99207466,1147590904,4
99207476,1147590724,0
99207476,1147590923,1
99207476,1147590921,2
99207476,1147590934,3
99207476,1147590724,4
99207486,1147591016,0
99207486,1147590870,1
99207486,1147590858,2
99207486,1147590797,3
99207486,1147591016,4
99207500,1147590878,0
99207500,1147590814,1
99207500,1147591005,2
99207500,1147590905,3
99207500,1147590878,4
99207511,1147590931,0
99207511,1147590973,1
99207511,1147590957,2
99207511,1147590967,3
99207511,1147590931,4
99245812,1148002044,0
99245812,1148001924,1
99245812,1148001877,2
99245812,1148002054,3
99245812,1148002010,4
99245812,1148002013,5
99245812,1148001815,6
99245812,1148001927,7
99245812,1148002044,8
99245836,1148001809,0
99245836,1148002082,1
99245836,1148002059,2
99245836,1148001566,3
99245836,1148002103,4
99245836,1148002049,5
99245836,1148001854,6
99245836,1148002056,7
99245836,1148001809,8
99245860,1148001746,0
99245860,1148001637,1
99245860,1148002030,2
99245860,1148001638,3
99245860,1148001978,4
99245860,1148001838,5
99245860,1148001938,6
99245860,1148001859,7
99245860,1148001746,8
99248377,1148024161,0
99248377,1148023848,1
99248377,1148024292,2
99248377,1148024334,3
99248377,1148024161,4
99248387,1148024010,0
99248387,1148024340,1
99248387,1148023843,2
99248387,1148023739,3
99248387,1148024010,4
99248402,1148024026,0
99248402,1148023651,1
99248402,1148023536,2
99248402,1148024128,3
99248402,1148024026,4
99248419,1148023538,0
99248419,1148024282,1
99248419,1148024164,2
99248419,1148024163,3
99248419,1148023538,4
99248435,1148023737,0
99248435,1148024209,1
99248435,1148024185,2
99248435,1148023685,3
99248435,1148023737,4
99248451,1148024015,0
99248451,1148023788,1
99248451,1148023882,2
99248451,1148023499,3
99248451,1148024037,4
99248451,1148023743,5
99248451,1148024015,6
99382900,1149494273,0
99382900,1149494522,1
99382900,1149495049,2
99382900,1149494433,3
99382900,1149494273,4
99382913,1149494379,0
99382913,1149494636,1
99382913,1149495074,2
99382913,1149494985,3
99382913,1149494379,4
99382927,1149494762,0
99382927,1149494308,1
99382927,1149494400,2
99382927,1149495020,3
99382927,1149494463,4
99382927,1149495075,5
99382927,1149494858,6
99382927,1149494305,7
99382927,1149494762,8
99382941,1149494856,0
99382941,1149494495,1
99382941,1149494520,2
99382941,1149494371,3
99382941,1149494975,4
99382941,1149494217,5
99382941,1149494344,6
99382941,1149495192,7
99382941,1149494694,8
99382941,1149495089,9
99382941,1149494999,10
99382941,1149494395,11
99382941,1149494856,12
99382955,1149494401,0
99382955,1149494662,1
99382955,1149494507,2
99382955,1149495021,3
99382955,1149494401,4
99382972,1149494801,0
99382972,1149495102,1
99382972,1149494492,2
99382972,1149494995,3
99382972,1149494801,4
99387391,1149514516,0
99387391,1149514748,1
99387391,1149514613,2
99387391,1149514556,3
99387391,1149514516,4
99387415,1149514504,0
99387415,1149514543,1
99387415,1149514596,2
99387415,1149514702,3
99387415,1149514791,4
99387415,1149514736,5
99387415,1149514470,6
99387415,1149514835,7
99387415,1149514504,8
99387443,1149514839,0
99387443,1149514617,1
99387443,1149514570,2
99387443,1149514861,3
99387443,1149514839,4
99387463,1149514646,0
99387463,1149514859,1
99387463,1149514732,2
99387463,1149514692,3
99387463,1149514646,4
99445023,1150190087,0
99445023,1150190329,1
99445023,1150190131,2
99445023,1150190313,3
99445023,1150190114,4
99445023,1150190202,5
99445023,1150190507,6
99445023,1150190083,7
99445023,1150190397,8
99445023,1150190479,9
99445023,1150190285,10
99445023,1150190270,11
99445023,1150190064,12
99445023,1150190152,13
99445023,1150190461,14
99445023,1150190543,15
99445023,1150190346,16
99445023,1150190426,17
99445023,1150190238,18
99445023,1150190414,19
99445023,1150190220,20
99445023,1150190299,21
99445023,1150190100,22
99445023,1150190187,23
99445023,1150190491,24
99445023,1150190067,25
99445023,1150190381,26
99445023,1150190367,27
99445023,1150190173,28
99445023,1150190258,29
99445023,1150190052,30
99445023,1150190134,31
99445023,1150190446,32
99445023,1150190528,33
99445023,1150190332,34
99445023,1150190227,35
99445023,1150190534,36
99445023,1150190104,37
99445023,1150190417,38
99445033,1150190533,0
99445033,1150190378,1
99445033,1150190183,2
99445033,1150190269,3
99445033,1150190062,4
99445033,1150190149,5
99445033,1150190459,6
99445033,1150190440,7
99445033,1150190250,8
99445033,1150190325,9
99445033,1150190127,10
99445033,1150190214,11
99445033,1150190524,12
99445033,1150190095,13
99445033,1150190409,14
99445033,1150190081,15
99445033,1150190394,16
99445033,1150190476,17
99445033,1150190283,18
99445033,1150190364,19
99445033,1150190170,20
99445033,1150190256,21
99445033,1150190050,22
99445033,1150190539,23
99445033,1150190344,24
99445033,1150190424,25
99445033,1150190235,26
99445033,1150190311,27
99445033,1150190111,28
99445033,1150190199,29
99445043,1150190261,0
99445043,1150190054,1
99447354,1071396823,0
99447354,811439000,1
99447354,3838415966,2
99447729,1150282589,0
99447729,1150283202,1
99447729,1150282421,2
99447729,1150283103,3
99447729,1150282589,4
99447739,1150282709,0
99447739,1150283177,1
99447739,1150282555,2
99447739,1150283282,3
99447739,1150282709,4
99447749,1150283402,0
99447749,1150282766,1
99447749,1150283270,2
99447749,1150282903,3
99447749,1150283402,4
99447759,1150282548,0
99447759,1150282857,1
99447759,1150282419,2
99447759,1150282754,3
99447759,1150282700,4
99447759,1150282670,5
99447759,1150283198,6
99447759,1150282585,7
99447759,1150282548,8
99447769,1150282829,0
99447769,1150283128,1
99447769,1150282734,2
99447769,1150283237,3
99447769,1150282829,4
99448172,1150298964,0
99448172,1150299087,1
99448172,1150299337,2
99448172,1150298658,3
99448172,1150298964,4
99448189,1150298664,0
99448189,1150298894,1
99448189,1150299117,2
99448189,1150298439,3
99448189,1150298664,4
99448205,1150299121,0
99448205,1150298993,1
99448205,1150298558,2
99448205,1150298827,3
99448205,1150299121,4
99448225,1150298959,0
99448225,1150299211,1
99448225,1150299334,2
99448225,1150298775,3
99448225,1150298959,4
99448242,1150298628,0
99448242,1150298858,1
99448242,1150299053,2
99448242,1150299331,3
99448242,1150298628,4
99449027,1150316867,0
99449027,1150316945,1
99449027,1150317191,2
99449027,1150316704,3
99449027,1150316867,4
99449039,1150316757,0
99449039,1150316836,1
99449039,1150317042,2
99449039,1150317204,3
99449039,1150316757,4
99449051,1150317301,0
99449051,1150316801,1
99449051,1150316944,2
99449051,1150316752,3
99449051,1150316832,4
99449051,1150317187,5
99449051,1150317301,6
99449064,1150316963,0
99449064,1150317165,1
99449064,1150316719,2
99449064,1150317203,3
99449064,1150316755,4
99449064,1150316835,5
99449064,1150317041,6
99449064,1150317164,7
99449064,1150316963,8
99449077,1150316918,0
99449077,1150317087,1
99449077,1150317221,2
99449077,1150316785,3
99449077,1150316918,4
99449090,1150316716,0
99449090,1150317277,1
99449090,1150316961,2
99449090,1150317161,3
99449090,1150316716,4
99449706,1150328628,0
99449706,1150328560,1
99449706,1150328779,2
99449706,1150328531,3
99449706,1150328628,4
99449716,1150328281,0
99449716,1150328746,1
99449716,1150328473,2
99449716,1150328606,3
99449716,1150328281,4
99449726,1150328200,0
99449726,1150328558,1
99449726,1150328384,2
99449726,1150328679,3
99449726,1150328200,4
99449736,1150328652,0
99449736,1150328688,1
99449736,1150328789,2
99449736,1150328571,3
99449736,1150328652,4
99449746,1150328692,0
99449746,1150328410,1
99449746,1150328812,2
99449746,1150328225,3
99449746,1150328692,4
99449756,1150328461,0
99449756,1150328830,1
99449756,1150328626,2
99449756,1150328728,3
99449756,1150328461,4
99557639,33362150,0
99557639,33826628,1
99557639,34386317,2
99557639,33351794,3
99557639,244106346,4
99663320,1152358146,0
99663320,1152358220,1
99663320,1152358353,2
99663320,1152358355,3
99663320,1152358146,4
99663330,1152358236,0
99663330,1152358224,1
99663330,1152358269,2
99663330,1152358295,3
99663330,1152358236,4
99663340,1152358352,0
99663340,1152358318,1
99663340,1152358198,2
99663340,1152358200,3
99663340,1152358352,4
99663350,1152358334,0
99663350,1152358245,1
99663350,1152358186,2
99663350,1152358208,3
99663350,1152358334,4
99663360,1152358240,0
99663360,1152358302,1
99663360,1152358297,2
99663360,1152358180,3
99663360,1152358240,4
99663370,1152358380,0
99663370,1152358360,1
99663370,1152358371,2
99663370,1152358349,3
99663370,1152358340,4
99663370,1152358381,5
99663370,1152358380,6
99663617,1152360065,0
99663617,1152359963,1
99663617,1152360066,2
99663617,1152359946,3
99663617,1152360065,4
99663627,1152360145,0
99663627,1152360118,1
99663627,1152360119,2
99663627,1152359997,3
99663627,1152359953,4
99663627,1152360104,5
99663627,1152360145,6
99663637,1152360015,0
99663637,1152359961,1
99663637,1152360093,2
99663637,1152360091,3
99663637,1152360015,4
99663647,1152360124,0
99663647,1152360142,1
99663647,1152360090,2
99663647,1152359972,3
99663647,1152360124,4
99663963,1152363865,0
99663963,1152363742,1
99663963,1152363889,2
99663963,1152363766,3
99663973,1152363740,0
99663973,1152363800,1
99663973,1152363901,2
99663973,1152363753,3
99663973,1807564876,4
99663973,1152363915,5
99663973,1152363795,6
99663973,1807564874,7
99663973,1152363760,8
99663973,1152363816,9
99663973,1152363747,10
99663973,1152363842,11
99663973,1152363705,12
99663973,1152363883,13
99663973,1152363740,14
99663983,1152363722,0
99663983,1152363749,1
99663983,1152363798,2
99663996,1152363927,0
99663996,1152363750,1
99663996,34188187,2
99664007,1152363897,0
99664007,1152363803,1
99664007,1152363782,2
99729378,1152961762,0
99729378,1152961764,1
99729378,1152961768,2
99729378,1152961770,3
99729378,1152961762,4
99752164,1543252670,0
99752164,1543252663,1
99752164,1543252650,2
99752164,1147550871,3
99776985,1153359624,0
99776985,1153359607,1
99776985,1153359885,2
99776985,1153359591,3
99776985,1153359624,4
99810730,1153888895,0
99810730,1153888747,1
99810730,1153888844,2
99810730,1153888803,3
99810730,1153888895,4
99879679,1154709683,0
99879679,1154709403,1
99879679,1154709485,2
99879679,1154709322,3
99879679,1154709683,4
99879702,1154709262,0
99879702,1154709574,1
99879702,1154709519,2
99879702,1154709421,3
99879702,1154709262,4
99879726,1154709509,0
99879726,1154709439,1
99879726,1154709135,2
99879726,1154709206,3
99879726,1154709509,4
99879742,1154709114,0
99879742,1154709443,1
99879742,1154708984,2
99879742,1154709010,3
99879742,1154709631,4
99879742,1154709480,5
99879742,1154709114,6
99879760,1154709158,0
99879760,1154709548,1
99879760,1154709284,2
99879760,1154709085,3
99879760,1154709158,4
99879779,1154709517,0
99879779,1154709538,1
99879779,1154709326,2
99879779,1154709611,3
99879779,1154709517,4
99881374,1154729431,0
99881374,1154729508,1
99881374,1154728824,2
99881374,1154729449,3
99881374,1154728942,4
99881374,1154729098,5
99881374,1154729431,6
99881384,1154728740,0
99881384,1154729247,1
99881384,1154728700,2
99881384,1154729156,3
99881384,1154728550,4
99881384,1154729435,5
99881384,1154728740,6
99881395,1154729268,0
99881395,1154729330,1
99881395,1154729376,2
99881395,1154729377,3
99881395,1154728692,4
99881395,1154729032,5
99881395,1154729268,6
99881407,1154728955,0
99881407,1154728646,1
99881407,1154729564,2
99881407,1154728662,3
99881407,1154728955,4
99881420,1154729124,0
99881420,1154728997,1
99881420,1154729243,2
99881420,1154728877,3
99881420,1154728596,4
99881420,1154729578,5
99881420,1154729124,6
99904549,1155070401,0
99904549,1155070254,1
99904549,1155070123,2
99904549,1155070184,3
99904549,1155070401,4
99938688,1155271343,0
99938688,1155271347,1
99938688,1155271354,2
99938688,1155271358,3
99938688,1155271343,4
99960546,1155543049,0
99960546,1155543088,1
99960546,3259094354,2
99960546,3259094356,3
99960546,3259094353,4
99960546,1155543101,5
99960546,3259094347,6
99960546,3259094346,7
99960546,1155543103,8
99978478,1155812329,0
99978478,1155812233,1
99978478,1155812245,2
99978478,1155812259,3
99978478,1155812329,4
99978561,1155812752,0
99978561,1155812774,1
99978561,1155812834,2
99978561,1155812832,3
99978561,1155812803,4
99978561,1155812796,5
99978561,1155812836,6
99978561,1155812750,7
99978561,1155812814,8
99978561,1155812775,9
99978561,1155812752,10
100052297,1156620613,0
100052297,1156620617,1
100052297,1156620620,2
100052297,1552178596,3
100052297,1552178586,4
100052297,1156620623,5
100052297,1156620613,6
100052315,1156621145,0
100052315,1156621147,1
100052315,1156621150,2
100052315,1156621152,3
100052315,1156621145,4
100064193,1156755801,0
100064193,1156755895,1
100064193,1156755596,2
100064193,1156755610,3
100064193,1156755659,4
100064193,1156755801,5
100064214,1156755914,0
100064214,1156755563,1
100064214,1156755917,2
100064214,1156755934,3
100064214,1156755914,4
100064231,1156755973,0
100064231,1156755810,1
100064231,1156755752,2
100064231,1156755642,3
100064231,1156755973,4
100064249,1156755759,0
100064249,1156755962,1
100064249,1156755724,2
100064249,1156755560,3
100064249,1156755759,4
100075460,1156887575,0
100075460,1156887532,1
100075460,1156887561,2
100075460,1156887535,3
100100886,1157122634,0
100100886,1157122614,1
100100886,1157122712,2
100100886,1157122616,3
100100886,1157122698,4
100100886,1157122636,5
100100886,1157122559,6
100100886,1157122649,7
100100886,1157122634,8
100100896,1157122739,0
100100896,1157122736,1
100100896,1157122757,2
100100896,1157122587,3
100100896,1157122739,4
100100906,1157122738,0
100100906,1157122689,1
100100906,1157122748,2
100100906,1157122672,3
100100906,1157122721,4
100100906,1157122751,5
100100906,1157122728,6
100100906,1157122651,7
100100906,1157122679,8
100100906,1157122683,9
100100906,1157122738,10
100101268,1157129500,0
100101268,1157129496,1
100101268,1157129557,2
100101268,1157129497,3
100101268,1157129500,4
100101279,1157129455,0
100101279,1157129558,1
100101279,1157129537,2
100101279,1157129513,3
100101279,1157129455,4
100101294,1157129559,0
100101294,1157129488,1
100101294,1157129514,2
100101294,1157129418,3
100101294,1157129559,4
100101304,1157129509,0
100101304,1157129543,1
100101304,1157129540,2
100101304,1157129499,3
100101304,1157129509,4
100101537,1157134187,0
100101537,1157134178,1
100102043,1157146290,0
100102043,1157146364,1
100102043,1157146057,2
100102043,1157146134,3
100102043,1157146290,4
100102053,1157146112,0
100102053,1157146336,1
100102053,1157146257,2
100102053,1157146178,3
100102053,1157146112,4
100102063,1157146196,0
100102063,1157146093,1
100102063,1157146348,2
100102063,1157146272,3
100102063,1157146196,4
100102073,1157146474,0
100102073,1157146433,1
100102073,1157146148,2
100102073,1157146116,3
100102073,1157146522,4
100102073,1157146274,5
100102073,1157146270,6
100102073,1157146191,7
100102073,1157146198,8
100102073,1157146109,9
100102073,1157146511,10
100102073,1157146527,11
100102073,1157146342,12
100102073,1157146265,13
100102073,1157146474,14
100102083,1157146059,0
100102083,1157146127,1
100102083,1157146363,2
100102083,1157146352,3
100102083,1157146276,4
100102083,1157146393,5
100102083,1157146059,6
100102093,1157146408,0
100102093,1157146475,1
100102093,1157146176,2
